"","logFC","AveExpr","t","P.Value","adj.P.Val","B","negLogP","plotNegLogP","Significance","Color"
"400713",0.0507236384056682,2.5555140324654,1.64888891861471,0.101075197376231,0.508519849941071,-5.7837084240581,0.995355401917865,0.995355401917865,"Not Significant","grey80"
"105372383",-0.0790870624283667,0.461462760827422,-1.64833012365754,0.101189909192847,0.508905419269609,-5.78461440792287,0.994862793823948,0.994862793823948,"Not Significant","grey80"
"1001",0.0799103142577353,0.335253547256605,1.6483240208551,0.101191162579653,0.508905419269609,-5.78462430086146,0.994857414477267,0.994857414477267,"Not Significant","grey80"
"54055",0.152532960129994,0.837949169770456,1.64767057834963,0.101325438095943,0.509411797847664,-5.78568335783303,0.99428150984396,0.99428150984396,"Not Significant","grey80"
"6513",-0.0542081979356513,2.97920126927886,-1.64764246394123,0.101331218520857,0.509411797847664,-5.7857289147166,0.99425673487051,0.99425673487051,"Not Significant","grey80"
"4842",-0.103923091643688,0.791008964033967,-1.64735858711337,0.101389599481763,0.509605353689619,-5.78618886958823,0.994006592530711,0.994006592530711,"Not Significant","grey80"
"28674",0.0364385089485052,0.0562696813705173,1.64726378338369,0.101409102453692,0.509605353689619,-5.7863424594027,0.993923061097475,0.993923061097475,"Not Significant","grey80"
"105371505",0.103664184520438,1.01240379879043,1.64696389388774,0.101470815411529,0.509816482789819,-5.78682824866552,0.99365884965497,0.99365884965497,"Not Significant","grey80"
"105370398",0.0686896257829647,0.337197575690016,1.64668681683809,0.101527860715178,0.509851615495341,-5.78727700812882,0.993414764701134,0.993414764701134,"Not Significant","grey80"
"26012",-0.0610927960028498,2.57386689477317,-1.64664232345434,0.101537023523232,0.509851615495341,-5.78734906368566,0.993375571740775,0.993375571740775,"Not Significant","grey80"
"26084",0.052378500521701,2.15975452350018,1.64659036984034,0.101547723505315,0.509851615495341,-5.78743319845378,0.993329808154413,0.993329808154413,"Not Significant","grey80"
"138065",-0.0673280686170503,0.384667437067966,-1.64654722285451,0.101556610428071,0.509851615495341,-5.78750306963219,0.993291802648163,0.993291802648163,"Not Significant","grey80"
"51367",-0.0605332783261114,2.85232886123918,-1.64636116041194,0.101594940600745,0.509945124660062,-5.78780435433338,0.993127919255731,0.993127919255731,"Not Significant","grey80"
"3887",0.0479191498150642,0.0928462139925112,1.64622630297687,0.101622729446732,0.509985696738689,-5.78802270388667,0.993009144716658,0.993009144716658,"Not Significant","grey80"
"79084",-0.0409954026245485,3.19347803219806,-1.64606665848095,0.101655633830987,0.510051920036047,-5.7882811641488,0.992868547435111,0.992868547435111,"Not Significant","grey80"
"100313887",-0.0782352315154587,0.339015019846209,-1.64554091884901,0.101764054732134,0.510376188002827,-5.78913215143195,0.992405597128948,0.992405597128948,"Not Significant","grey80"
"352909",-0.0999445432842858,2.33677798988851,-1.64542593992724,0.101787778689982,0.510376188002827,-5.78931822675925,0.992304363120333,0.992304363120333,"Not Significant","grey80"
"162",-0.0590727040268303,3.00996262257157,-1.64529754054125,0.101814276985039,0.510376188002827,-5.78952600613293,0.992191318452391,0.992191318452391,"Not Significant","grey80"
"101927067",-0.082020570664288,0.822785266806177,-1.64523289265074,0.101827620726251,0.510376188002827,-5.78963061516762,0.992134403708914,0.992134403708914,"Not Significant","grey80"
"122961",-0.0509046170549042,2.93280157312028,-1.64512496483243,0.101849900853985,0.510376188002827,-5.7898052481205,0.992039389428552,0.992039389428552,"Not Significant","grey80"
"9046",-0.100244021575668,1.94740816767395,-1.6451057109844,0.101853875942364,0.510376188002827,-5.7898364007061,0.992022439728595,0.992022439728595,"Not Significant","grey80"
"2296",0.0488595779148148,2.37126613419797,1.64493651497376,0.101888812973894,0.510376188002827,-5.7901101434466,0.991873497351943,0.991873497351943,"Not Significant","grey80"
"55092",-0.0591128710129413,2.03806254433939,-1.64490567475112,0.101895182162539,0.510376188002827,-5.79016003700155,0.991846349945379,0.991846349945379,"Not Significant","grey80"
"105371235",-0.0793675106507927,0.452664860004099,-1.64487485892853,0.101901546631477,0.510376188002827,-5.79020989017796,0.991819224350604,0.991819224350604,"Not Significant","grey80"
"4151",-0.0581644393286523,5.41213676940239,-1.64479776409956,0.101917470618184,0.510376188002827,-5.79033460857952,0.991751363169991,0.991751363169991,"Not Significant","grey80"
"29796",-0.0720872862077849,3.74707193836579,-1.64468805589474,0.101940134364776,0.510390922298393,-5.79051207677568,0.991654798314093,0.991654798314093,"Not Significant","grey80"
"28825",0.124857012205452,0.768727072338256,1.64458976821251,0.101960442274228,0.510393858038108,-5.79067106097032,0.991568289357732,0.991568289357732,"Not Significant","grey80"
"933",-0.0870199836545253,0.822613149739356,-1.6441281243279,0.102055869244127,0.51077275111932,-5.79141766513907,0.991162013906855,0.991162013906855,"Not Significant","grey80"
"29950",-0.0961756905303029,2.47035127770135,-1.64381329620005,0.102120988881312,0.510779877616438,-5.79192671184515,0.990884988387788,0.990884988387788,"Not Significant","grey80"
